ISMN,annee_sortie,arrangeur,artiste,collection,compositeur,description,duree,edition,genre,instrumentation,niveau,partie_euro,ref_editeur,sous_titre,style,titre,url
,,Ralph Ford,,Warner Bros. Young Band,Herb Wiener,,00:01:45,Alfred Music Publications,Pièce de concert,Orchestre d'Harmonie,2.5,"No, digital available",ALF00CBM01004,,,It's my Party,https://www.musicshopeurope.fr/it-s-my-party-alf00cbm01004
,,,,,Lewis J. Buckley,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00DHM0408,"I. Good Babies Make Good Poems, II. Fog, III. Ezra (Pound), IV. Jazz Fantasia",,Sandburg Reflections,https://www.musicshopeurope.fr/sandburg-reflections-alf00dhm0408?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5650
,,Donald Hunsberger,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00DHM021,,,Echoes of the 1860s,https://www.musicshopeurope.fr/echoes-of-the-1860s-alf00dhm021?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5650
,,Robert W. Rumbelow,,,Wolfgang Amadeus Mozart,,,Alfred Music Publications,Pièce de concert,Orchestre d'Harmonie,,"No, digital available",ALF00DHM003,,,"Concerto for Horn in E-Flat, K. 417",https://www.musicshopeurope.fr/concerto-for-horn-in-e-flat-k-417-alf00dhm003?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5650
,,P. Ripley,,,Zez Confrey,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00DHM002,,,Kitten on the Keys,https://www.musicshopeurope.fr/kitten-on-the-keys-alf00dhm002?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5650
,,,,,Bernard Rogers,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00DHM001,,Musique du Monde,Three Japanese Dances,https://www.musicshopeurope.fr/three-japanese-dances-alf00dhm001?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5650
,,,,,Percy Aldridge Grainger,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00DH9904,,,My Robin Is to the Greenwood Gone,https://www.musicshopeurope.fr/my-robin-is-to-the-greenwood-gone-alf00dh9904?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5650
,,Donald Hunsberger,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00DH9903,A Ragtime Dance Music Revue,,Dancin' into the '20s,https://www.musicshopeurope.fr/dancin-into-the-20s-alf00dh9903?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5650
,,Robert W. Rumbelow,,,Franz Joseph Haydn,,,Alfred Music Publications,Pièce de concert,Orchestre d'Harmonie,,"No, digital available",ALF00DH9901,,,Trumpet Concerto in E-Flat Major,https://www.musicshopeurope.fr/trumpet-concerto-in-e-flat-major-alf00dh9901?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5650
,,,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00DH9805,,,Renaissance Set I,https://www.musicshopeurope.fr/renaissance-set-i-alf00dh9805?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5650
,,Donald Hunsberger,,,Johann Sebastian Bach,,,Alfred Music Publications,Pièce de concert,Orchestre d'Harmonie,,"No, digital available",ALF00DH9802,,,"Toccata and Fugue in D Minor, BWV 565",https://www.musicshopeurope.fr/toccata-and-fugue-in-d-minor-bwv-565-alf00dh9802?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5650
,,,,,Lamont Downs,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00DH9705,,,Two Railroad Marches (RS-2 and E7A),https://www.musicshopeurope.fr/two-railroad-marches-rs-2-and-e7a-alf00dh9705?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5650
,,,,,David Liptak,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00DH9702,,,The Sacred Harp,https://www.musicshopeurope.fr/the-sacred-harp-alf00dh9702?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5650
,,Donald Hunsberger,,,Johann Sebastian Bach,,,Alfred Music Publications,Pièce de concert,Orchestre d'Harmonie,,"No, digital available",ALF00DH9701,,,"Fantasia and Fugue in C Minor, BWV 537",https://www.musicshopeurope.fr/fantasia-and-fugue-in-c-minor-bwv-537-alf00dh9701?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5650
,,Jerry Brubaker,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00CBM05020,,,On a Clear Day,https://www.musicshopeurope.fr/on-a-clear-day-alf00cbm05020?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5650
,,Michael Story,,,Arthur Schwartz,,,Alfred Music Publications,Pop & rock,Orchestre d'Harmonie,,"No, digital available",ALF00CBM01001,,Musique Légère Originale,That's Entertainment,https://www.musicshopeurope.fr/that-s-entertainment-alf00cbm01001
,,,,,William P. Latham,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00WBCB9406,,,Court Festival (Suite for Concert Band),https://www.musicshopeurope.fr/court-festival-suite-for-concert-band-alf00wbcb9406?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5675
,,Gerald Sebesky,,,Kurt Weill,"Oh, Mack is back! It's a delight to roll out the welcome mat for this very easy arrangement of a classic standard title. Audiences will recognize it, and players will be cool in the performance of this winner from The ThreepennyOpera.",,Alfred Music Publications,"TV, Film, Comédie musicale",Orchestre d'Harmonie,,"No, digital available",ALF00WBCB9346,,Broadway,Mack the Knife (from The Threepenny Opera),https://www.musicshopeurope.fr/mack-the-knife-from-the-threepenny-opera-alf00wbcb9346?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5675
,,,,,George Kenny,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00WBCB9314,,,Coat of Arms (Concert March),https://www.musicshopeurope.fr/coat-of-arms-concert-march-alf00wbcb9314?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5675
,,Paul Cook,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00T1720HB8,,,Have Yourself a Merry Little Christmas,https://www.musicshopeurope.fr/have-yourself-a-merry-little-christmas-alf00t1720hb8?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5675
,,Michael Story,,,Neal Hefti,,,Alfred Music Publications,"TV, Film, Comédie musicale",Orchestre d'Harmonie,,"No, digital available",ALF00T1320BB8,,Film/TV,Batman Theme (from the Original TV Series),https://www.musicshopeurope.fr/batman-theme-from-the-original-tv-series-alf00t1320bb8?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5675
,,Jack Bullock,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00STR9169,,,Pledge Of Allegiance,https://www.musicshopeurope.fr/pledge-of-allegiance-alf00str9169?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5675
,,,,,John Zdechlik,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00SCHBD09449,,,Psalm 46,https://www.musicshopeurope.fr/psalm-46-alf00schbd09449?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5675
,,,,,John Kinyon,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00SCHBD09419,,,Astro Overture,https://www.musicshopeurope.fr/astro-overture-alf00schbd09419?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5675
,,,,,Elliot Del Borgo,,,Alfred Music Publications,,Concert Band,,"No, digital available",ALF00SC9207,,,Concord Sketches,https://www.musicshopeurope.fr/concord-sketches-alf00sc9207?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5675
,,,,,Jack Bullock,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00SC8602,The Golden Eagle,,El Aguila de Oro,https://www.musicshopeurope.fr/el-aguila-de-oro-alf00sc8602?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5675
,,,,,Hiram Power,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00SC8601,,,The Homeowners Guide to Making Music,https://www.musicshopeurope.fr/the-homeowners-guide-to-making-music-alf00sc8601?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5675
,,,,,Jack Bullock,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00SC8508,Jazz Quartet,,Four of a Kind,https://www.musicshopeurope.fr/four-of-a-kind-alf00sc8508?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5675
,,,,,Jack Bullock,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00SC8402,,,Variants,https://www.musicshopeurope.fr/variants-alf00sc8402?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5675
,,,,,Sammy Nestico,,,Alfred Music Publications Germany,,Orchestre d'Harmonie,,"No, digital available",ALF00SC8401,Alto Saxophone Solo Feature,,Persuasion,https://www.musicshopeurope.fr/persuasion-alf00sc8401?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5675
,, Shephard,,,Alexandre Guilmant,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00PROBD00304,Trombone solo Feature,,Morceau Symphonique,https://www.musicshopeurope.fr/morceau-symphonique-alf00probd00304?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5675
,,,,,Alfred Reed,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00FXB217,,,Symphony for Brass and Percussion,https://www.musicshopeurope.fr/symphony-for-brass-and-percussion-alf00fxb217?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5675
,,,,,Fran Vincent,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF1435454197,,,Myspace For Musicians,https://www.musicshopeurope.fr/myspace-for-musicians-alf1435454197?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5700
,,Inge Sunde,,Flex 5 ShowBlow,Kåre Grvttum,,,Alfred Music Publications,Pièce de concert,Concert Band/Harmonie/Fanfare/Brass Band,2.0,"No, digital available",ALF1301123,,,Balladen om en Drvm,https://www.musicshopeurope.fr/balladen-om-en-drvm-alf1301123?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5700
,,,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF076928325X,,,"Good Swing, Wenceslas",https://www.musicshopeurope.fr/good-swing-wenceslas-alf076928325x?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5700
,,,,,James D. Ployhar,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF0769282504,,,Spirit Of '76,https://www.musicshopeurope.fr/spirit-of-76-alf0769282504?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5700
,,,,,James D. Ployhar,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF0769282490,,,Krazy Klock Ii,https://www.musicshopeurope.fr/krazy-klock-ii-alf0769282490?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5700
,,James D. Ployhar,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF0769282164,,,Somebodys Knocking At Your Door,https://www.musicshopeurope.fr/somebodys-knocking-at-your-door-alf0769282164?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5700
,,,,,Richard W. Bowles,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF0769282032,,,"Minstrels, The",https://www.musicshopeurope.fr/minstrels-the-alf0769282032?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5700
,,,,,James D. Plyhar,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF0769281990,,,Tailgate Rag,https://www.musicshopeurope.fr/tailgate-rag-alf0769281990?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5700
,,,,,Eric Osterling,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF0769281982,,,"Stately Mansion, The",https://www.musicshopeurope.fr/stately-mansion-the-alf0769281982?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5700
,,,,,Eric Osterling,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF0769281974,,,Overture For Youth,https://www.musicshopeurope.fr/overture-for-youth-alf0769281974?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5700
,,,,,Eric Osterling,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF076928194X,,,Bunker Hill,https://www.musicshopeurope.fr/bunker-hill-alf076928194x?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5700
,,James D. Ployhar,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF0757934056,,,Cool Blues For Trombone,https://www.musicshopeurope.fr/cool-blues-for-trombone-alf0757934056?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5700
,,Douglas E. Wagner,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF075793319X,,,Symphony!,https://www.musicshopeurope.fr/symphony-alf075793319x?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5700
,,,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF075793255X,,,"Louie, Louie",https://www.musicshopeurope.fr/louie-louie-alf075793255x?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5700
,,Jack Bullock,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF0757906702,,,"First Noel, The",https://www.musicshopeurope.fr/first-noel-the-alf0757906702?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5700
,,,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00WN1301447,,,Largo From The New World (Flexi Ens),https://www.musicshopeurope.fr/largo-from-the-new-world-flexi-ens-alf00wn1301447?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5700
,,Michael Story,,,Ray Charles,,,Alfred Music Publications,Pop & rock,Orchestre d'Harmonie,,"No, digital available",ALF00CBM05006,,Pop,What'd I Say,https://www.musicshopeurope.fr/what-d-i-say-alf00cbm05006
,,,,,Lewis J. Buckley,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00DHM0408,"I. Good Babies Make Good Poems, II. Fog, III. Ezra (Pound), IV. Jazz Fantasia",,Sandburg Reflections,https://www.musicshopeurope.fr/sandburg-reflections-alf00dhm0408
,,,,,William P. Latham,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00WBCB9406,,,Court Festival (Suite for Concert Band),https://www.musicshopeurope.fr/court-festival-suite-for-concert-band-alf00wbcb9406
9790035013120,2001,,,The Music of Johan de Meij,Johan de Meij,,,Amstel Music,Pièce de concert,Concert Band,5.0,False,AM 68-040,,,The Venetian Collection,https://www.musicshopeurope.fr/the-venetian-collection-am%2068--040?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5725
9790035013106,2002,,,The Music of Svren Hyldgaard,Søren Hyldgaard,,00:04:10,Amstel Music,Musique pour célébration,Concert Band and Baritone/Euphonium Solo,3.0,False,AM 66-040,"for Solo Euphonium (Trombone, Tuba) & Wind Orchest",,Bagatelle,https://www.musicshopeurope.fr/bagatelle-am%2066--040?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5725
9790035013076,2001,,,The Music of Johan de Meij,Johan de Meij,"Inspired by a painting by Magritte [1898 - 1967] Empire Of Light was commissioned by a consortium of nine university bands, united in the Atlantic Coast College Band Directors Association [ACCBDA] and forms the exciting fourthmovement of The Venetian Collection. (Duration 9:45)",00:09:25,Amstel Music,Pièce de concert,Concert Band,5.0,False,AM 61-040,Based on the painting by René Magritte,,Empire of Light,https://www.musicshopeurope.fr/empire-of-light-am%2061--040?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5725
9790035013069,2001,,,The Music of Johan de Meij,Johan de Meij,"Inspired by a painting by German artist Paul Klee [1879 - 1940], this work forms the third movement of The Venetian Collection. Completely different than the other parts of the cycle, this movement illustrates Klee's colorful,naive dream world by means of a fragile, transparent texture, bringing the woodwinds into the limelight. The rather abrupt conclusion is preceded by a breathtakingly fast unison passage for the",00:08:00,Amstel Music,Pièce de concert,Concert Band,5.0,False,AM 60-040,Zaubergarten,,Magic Garden,https://www.musicshopeurope.fr/magic-garden-am%2060--040?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5725
9790035013045,2001,,,The Music of Johan de Meij,Johan de Meij,This is the 1st Movement of The Venetian Collection and was inspired by a painting of the surrealistic Belgian painter René Magritte [1898 - 1967]. Voice of Space was commissioned by l'Orchestre d'Harmonie de Strasbourg [France]on the occasion of the band's 155th anniversary. (Duration 9:15),00:08:20,Amstel Music,Pièce de concert,Concert Band,5.0,False,AM 58-040,'La Voix des Airs',,Voice of Space,https://www.musicshopeurope.fr/voice-of-space-am%2058--040?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5725
9790035012994,1997,,,The Music of Svren Hyldgaard,Søren Hyldgaard,,00:05:30,Amstel Music,Pièce de concert,Concert Band,3.5,False,AM 50-040,,,Tivoli Festival Overture,https://www.musicshopeurope.fr/tivoli-festival-overture-am%2050--040?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5725
9790035012987,1997,,,The Music of Svren Hyldgaard,Søren Hyldgaard,"Marche Americana owes a great deal to those heroic movie marches by composers in the like of John Williams, Elmer Bernstein, Alfred Newman, and others. In fact, you could say that it is a brash film theme looking for a home in,say, another Great Escape, Patton, or 1941.",00:03:18,Amstel Music,Marche de concert,Concert Band,3.0,False,AM 49-040,,,Marche Americana,https://www.musicshopeurope.fr/marche-americana-am%2049--040?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5725
9790035012932,1995,Johan de Meij,,Amstel Concert Band,Dimitri Shostakovich,"In 1938 Shostakovich composed his Second Jazz Suite at the request of the recently founded State Orchestra for Jazz conducted by Victor Knushevitsky. This suite was originally scored for a complete symphony orchestra to which four saxophones, an accordion and a guitar had been added. The Jazz Suite no. 1 in three movements, composed in 1934, had been written for a smaller ensemble. The title 'Jazz Suite' is rather",00:02:11,Amstel Music,Pièce de concert,Concert Band,4.0,False,AM 41-040,,,Jazz Suite No. 2 - Finale,https://www.musicshopeurope.fr/jazz-suite-no-2-finale-am%2041--040?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5725
9790035012925,1995,Johan de Meij,,Amstel Concert Band,Dimitri Shostakovich,"In 1938 Shostakovich composed his Second Jazz Suite at the request of the recently founded State Orchestra for Jazz conducted by Victor Knushevitsky. This suite was originally scored for a complete symphony orchestra to which four saxophones, an accordion and a guitar had been added. The Jazz Suite no. 1 in three movements, composed in 1934, had been written for a smaller ensemble. The title 'Jazz Suite' is rather",00:03:48,Amstel Music,Pièce de concert,Concert Band,4.0,False,AM 40-040,,,Jazz Suite No. 2 - Dance II,https://www.musicshopeurope.fr/jazz-suite-no-2-dance-ii-am%2040--040?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5725
9790035012901,1995,Johan de Meij,,Amstel Concert Band,Dimitri Shostakovich,"In 1938 Shostakovich composed his Second Jazz Suite at the request of the recently founded State Orchestra for Jazz conducted by Victor Knushevitsky. This suite was originally scored for a complete symphony orchestra to which four saxophones, an accordion and a guitar had been added. The Jazz Suite no. 1 in three movements, composed in 1934, had been written for a smaller ensemble. The title 'Jazz Suite' is rather",00:02:57,Amstel Music,Marche,Concert Band,4.0,False,AM 37-040,,,Jazz Suite No. 2 - March,https://www.musicshopeurope.fr/jazz-suite-no-2-march-am%2037--040?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5725
9790035012864,1994,Johan de Meij,,Amstel Concert Band,Darius Milhaud,"Immédiatement après la Première Guerre mondiale, les échanges avec le Nouveau Monde s’intensifient et c’est ainsi que l’Europe accueille une musique toute empreinte de joie de vivre, de verve, de spontanéité : ragtime, fox-trot, charleston, etc. Plusieurs compositeurs classiques se laissent gagner par l’enthousiasme de la découverte : Debussy, Stravinsky, Satie. Darius Milhaud se laissera lui aussi captiver par les",00:08:00,Amstel Music,Pièce de concert,Concert Band,4.0,False,AM 22-040,,,Trois Rag-Caprices,https://www.musicshopeurope.fr/trois-rag-caprices-am%2022--040?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5725
